model,role,case_count,ndcg_at_5,ndcg_at_10,top1_agreement,top3_overlap,recall_at_5,recall_at_10,top10_jaccard,predicted_top1_teacher_rank,execution_seconds
DeterministicBaselineV2.1,mdt,180,0.22932767164305004,0.2950208098660073,0.06666666666666667,0.09259259259259257,0.12333333333333332,0.19944444444444448,0.12622339009077915,29.372222222222224,4.895483499858528
DeterministicBaselineV2.1,ost,180,0.6635560214257854,0.6893673960765266,0.42777777777777776,0.5203703703703704,0.5788888888888889,0.6622222222222223,0.5434839464896224,13.694444444444445,3.83123160013929
